refund_id,payment_id,amount,ts
REF029092,PAY096442,687,2026-08-12T20:00:00
REF029093,PAY096446,5584,2026-08-27T11:00:00
REF029094,PAY096447,449,2026-08-06T14:00:00
REF029095,PAY096460,1120,2026-08-23T16:00:00
REF029096,PAY096461,672,2026-08-27T11:00:00
REF029097,PAY096466,523,2026-08-09T06:00:00
REF029098,PAY096471,718,2026-09-02T23:00:00
REF029099,PAY096481,157,2026-08-24T01:00:00
REF029100,PAY096482,881,2026-08-09T06:00:00
REF029101,PAY096484,5669,2026-08-16T17:00:00
REF029102,PAY096485,5028,2026-08-09T14:00:00
REF029103,PAY096486,1172,2026-08-24T03:00:00
REF029104,PAY096487,773,2026-08-15T07:00:00
REF029105,PAY096491,2057,2026-08-10T07:00:00
REF029106,PAY096494,5557,2026-08-17T12:00:00
REF029107,PAY096497,2345,2026-08-27T07:00:00
REF029108,PAY096498,1066,2026-08-08T16:00:00
REF029109,PAY096501,4755,2026-08-23T03:00:00
REF029110,PAY096505,3374,2026-08-28T14:00:00
REF029111,PAY096506,567,2026-08-15T05:00:00
REF029112,PAY096510,824,2026-08-08T09:00:00
REF029113,PAY096515,201,2026-08-12T03:00:00
REF029114,PAY096516,1648,2026-09-02T11:00:00
REF029115,PAY096518,1122,2026-08-21T11:00:00
REF029116,PAY096520,1645,2026-09-04T06:00:00
REF029117,PAY096523,2645,2026-08-24T17:00:00
REF029118,PAY096524,225,2026-08-29T18:00:00
REF029119,PAY096527,964,2026-08-19T03:00:00
REF029120,PAY096533,1367,2026-08-20T13:00:00
REF029121,PAY096538,447,2026-08-25T20:00:00
REF029122,PAY096539,4503,2026-08-24T06:00:00
REF029123,PAY096545,3928,2026-08-20T17:00:00
REF029124,PAY096546,316,2026-08-28T16:00:00
REF029125,PAY096549,4321,2026-08-28T23:00:00
REF029126,PAY096550,686,2026-08-14T07:00:00
REF029127,PAY096551,4208,2026-08-18T12:00:00
REF029128,PAY096554,4265,2026-08-11T06:00:00
REF029129,PAY096555,4637,2026-08-09T01:00:00
REF029130,PAY096556,4586,2026-08-20T01:00:00
REF029131,PAY096557,5364,2026-08-23T23:00:00
REF029132,PAY096566,616,2026-08-07T17:00:00
REF029133,PAY096567,7813,2026-08-21T02:00:00
REF029134,PAY096572,1967,2026-08-16T08:00:00
REF029135,PAY096574,214,2026-08-13T01:00:00
REF029136,PAY096578,4777,2026-08-07T23:00:00
REF029137,PAY096579,3496,2026-08-16T16:00:00
REF029138,PAY096584,2182,2026-09-02T14:00:00
REF029139,PAY096586,992,2026-08-23T02:00:00
REF029140,PAY096589,2644,2026-08-12T07:00:00
REF029141,PAY096594,1311,2026-08-10T03:00:00
REF029142,PAY096598,1620,2026-08-08T15:00:00
REF029143,PAY096599,2798,2026-08-14T15:00:00
REF029144,PAY096609,5607,2026-08-28T05:00:00
REF029145,PAY096611,1324,2026-08-07T07:00:00
REF029146,PAY096618,2775,2026-08-19T15:00:00
REF029147,PAY096619,794,2026-09-02T20:00:00
REF029148,PAY096623,107,2026-08-20T06:00:00
REF029149,PAY096628,504,2026-08-11T14:00:00
REF029150,PAY096629,1178,2026-08-25T17:00:00
REF029151,PAY096634,234,2026-08-27T18:00:00
REF029152,PAY096635,754,2026-08-16T13:00:00
REF029153,PAY096638,178,2026-08-08T05:00:00
REF029154,PAY096639,1021,2026-08-17T13:00:00
REF029155,PAY096640,3080,2026-09-03T12:00:00
REF029156,PAY096645,1855,2026-08-31T00:00:00
REF029157,PAY096651,6980,2026-09-03T09:00:00
REF029158,PAY096652,2206,2026-08-15T21:00:00
REF029159,PAY096655,790,2026-08-25T22:00:00
REF029160,PAY096661,4168,2026-08-10T13:00:00
REF029161,PAY096664,983,2026-08-08T18:00:00
REF029162,PAY096665,604,2026-08-23T08:00:00
REF029163,PAY096670,1555,2026-08-08T20:00:00
REF029164,PAY096673,1678,2026-08-30T16:00:00
REF029165,PAY096675,1319,2026-08-18T12:00:00
REF029166,PAY096676,672,2026-08-30T12:00:00
REF029167,PAY096681,4865,2026-08-09T15:00:00
REF029168,PAY096682,3556,2026-08-15T01:00:00
REF029169,PAY096689,6203,2026-08-08T13:00:00
REF029170,PAY096699,312,2026-08-30T17:00:00
REF029171,PAY096701,2251,2026-08-25T03:00:00
REF029172,PAY096707,8613,2026-08-08T22:00:00
REF029173,PAY096714,1487,2026-09-04T09:00:00
REF029174,PAY096715,267,2026-09-02T10:00:00
REF029175,PAY096716,2705,2026-08-23T09:00:00
REF029176,PAY096720,3224,2026-08-28T23:00:00
REF029177,PAY096724,8370,2026-08-28T08:00:00
REF029178,PAY096726,4462,2026-08-10T16:00:00
REF029179,PAY096728,70,2026-08-12T15:00:00
REF029180,PAY096733,4290,2026-08-28T18:00:00
REF029181,PAY096738,1658,2026-08-19T04:00:00
REF029182,PAY096744,2096,2026-08-19T05:00:00
REF029183,PAY096745,5570,2026-08-19T11:00:00
REF029184,PAY096749,6748,2026-08-24T16:00:00
REF029185,PAY096751,2707,2026-08-13T19:00:00
REF029186,PAY096754,965,2026-08-11T09:00:00
REF029187,PAY096757,83,2026-08-26T17:00:00
REF029188,PAY096758,747,2026-08-09T10:00:00
REF029189,PAY096759,3001,2026-08-28T09:00:00
REF029190,PAY096760,1184,2026-08-11T15:00:00
REF029191,PAY096763,4184,2026-08-12T11:00:00
REF029192,PAY096766,4124,2026-09-03T20:00:00
REF029193,PAY096769,2282,2026-08-25T13:00:00
REF029194,PAY096770,562,2026-08-31T12:00:00
REF029195,PAY096771,2834,2026-08-20T08:00:00
REF029196,PAY096774,3109,2026-08-09T20:00:00
REF029197,PAY096777,1103,2026-08-07T05:00:00
REF029198,PAY096778,1371,2026-08-13T00:00:00
REF029199,PAY096780,2964,2026-09-02T00:00:00
REF029200,PAY096782,1354,2026-08-13T02:00:00
REF029201,PAY096787,369,2026-08-07T14:00:00
REF029202,PAY096790,1867,2026-08-16T19:00:00
REF029203,PAY096793,720,2026-08-17T12:00:00
REF029204,PAY096795,165,2026-08-28T02:00:00
REF029205,PAY096799,3211,2026-08-30T04:00:00
REF029206,PAY096800,1066,2026-08-28T07:00:00
REF029207,PAY096812,1271,2026-08-06T13:00:00
REF029208,PAY096817,371,2026-08-07T08:00:00
REF029209,PAY096821,971,2026-08-08T18:00:00
REF029210,PAY096823,252,2026-08-31T14:00:00
REF029211,PAY096824,1720,2026-08-22T14:00:00
REF029212,PAY096829,2482,2026-08-22T12:00:00
REF029213,PAY096831,5313,2026-08-19T20:00:00
REF029214,PAY096835,4408,2026-08-29T22:00:00
REF029215,PAY096836,371,2026-08-27T03:00:00
REF029216,PAY096837,3469,2026-08-29T16:00:00
REF029217,PAY096848,237,2026-09-01T07:00:00
REF029218,PAY096853,6928,2026-09-01T10:00:00
REF029219,PAY096855,1107,2026-08-23T02:00:00
REF029220,PAY096860,1654,2026-08-21T12:00:00
REF029221,PAY096863,1458,2026-08-25T18:00:00
REF029222,PAY096867,3493,2026-08-24T18:00:00
REF029223,PAY096869,1241,2026-08-08T11:00:00
REF029224,PAY096872,3527,2026-08-21T00:00:00
REF029225,PAY096873,1434,2026-08-19T22:00:00
REF029226,PAY096874,123,2026-08-21T12:00:00
REF029227,PAY096880,696,2026-08-14T07:00:00
REF029228,PAY096881,1849,2026-08-26T02:00:00
REF029229,PAY096885,6178,2026-08-23T17:00:00
REF029230,PAY096892,8224,2026-08-21T18:00:00
REF029231,PAY096894,6925,2026-08-26T08:00:00
REF029232,PAY096899,163,2026-08-22T09:00:00
REF029233,PAY096901,103,2026-08-10T16:00:00
REF029234,PAY096903,424,2026-08-29T20:00:00
REF029235,PAY096906,276,2026-08-29T16:00:00
REF029236,PAY096907,4265,2026-08-30T07:00:00
REF029237,PAY096908,1927,2026-08-14T10:00:00
REF029238,PAY096913,5966,2026-08-11T01:00:00
REF029239,PAY096916,1857,2026-08-31T19:00:00
REF029240,PAY096930,2280,2026-08-25T09:00:00
REF029241,PAY096933,324,2026-08-30T16:00:00
REF029242,PAY096934,2556,2026-08-25T01:00:00
REF029243,PAY096939,100,2026-08-13T21:00:00
REF029244,PAY096941,3997,2026-08-17T14:00:00
REF029245,PAY096944,1821,2026-08-28T10:00:00
REF029246,PAY096945,1837,2026-08-09T02:00:00
REF029247,PAY096946,6292,2026-08-20T11:00:00
REF029248,PAY096950,4206,2026-08-21T23:00:00
REF029249,PAY096957,1269,2026-08-16T20:00:00
REF029250,PAY096963,618,2026-08-07T03:00:00
REF029251,PAY096964,2000,2026-08-14T15:00:00
REF029252,PAY096965,3417,2026-08-26T03:00:00
REF029253,PAY096969,520,2026-08-29T09:00:00
REF029254,PAY096970,5793,2026-08-16T08:00:00
REF029255,PAY096971,2417,2026-08-17T13:00:00
REF029256,PAY096972,2206,2026-08-17T09:00:00
REF029257,PAY096975,3312,2026-08-23T14:00:00
REF029258,PAY096986,788,2026-08-16T11:00:00
REF029259,PAY096987,2841,2026-08-09T05:00:00
REF029260,PAY096989,3050,2026-08-13T16:00:00
REF029261,PAY096990,8157,2026-08-19T17:00:00
REF029262,PAY097002,712,2026-08-11T12:00:00
REF029263,PAY097017,745,2026-08-15T07:00:00
REF029264,PAY097018,2791,2026-08-30T00:00:00
REF029265,PAY097020,1492,2026-08-12T20:00:00
REF029266,PAY097021,6608,2026-09-03T06:00:00
REF029267,PAY097022,534,2026-08-14T15:00:00
REF029268,PAY097024,112,2026-09-03T16:00:00
REF029269,PAY097029,1965,2026-08-26T10:00:00
REF029270,PAY097038,1950,2026-08-14T03:00:00
REF029271,PAY097042,327,2026-08-19T18:00:00
REF029272,PAY097044,496,2026-08-13T19:00:00
REF029273,PAY097046,908,2026-08-12T05:00:00
REF029274,PAY097053,1225,2026-08-13T01:00:00
REF029275,PAY097054,8513,2026-08-20T19:00:00
REF029276,PAY097057,3784,2026-08-26T06:00:00
REF029277,PAY097059,679,2026-09-03T18:00:00
REF029278,PAY097062,5251,2026-08-16T06:00:00
REF029279,PAY097067,123,2026-08-23T03:00:00
REF029280,PAY097068,2946,2026-08-30T12:00:00
REF029281,PAY097069,4126,2026-09-01T14:00:00
REF029282,PAY097075,1229,2026-08-24T01:00:00
REF029283,PAY097079,2101,2026-08-27T18:00:00
REF029284,PAY097082,2054,2026-09-01T07:00:00
REF029285,PAY097091,2063,2026-09-01T01:00:00
REF029286,PAY097097,1440,2026-08-15T20:00:00
REF029287,PAY097101,2488,2026-08-30T18:00:00
REF029288,PAY097105,3103,2026-08-26T05:00:00
REF029289,PAY097107,6751,2026-08-29T12:00:00
REF029290,PAY097116,224,2026-08-28T21:00:00
REF029291,PAY097123,8995,2026-08-21T17:00:00
REF029292,PAY097125,5665,2026-08-23T21:00:00
REF029293,PAY097129,1461,2026-08-11T05:00:00
REF029294,PAY097132,81,2026-08-31T05:00:00
REF029295,PAY097147,1130,2026-08-10T15:00:00
REF029296,PAY097150,2029,2026-08-29T00:00:00
REF029297,PAY097156,193,2026-08-30T17:00:00
REF029298,PAY097160,59,2026-08-08T07:00:00
REF029299,PAY097162,3562,2026-08-17T10:00:00
REF029300,PAY097167,3849,2026-08-17T20:00:00
REF029301,PAY097170,5669,2026-08-20T22:00:00
REF029302,PAY097175,1356,2026-08-26T08:00:00
REF029303,PAY097179,695,2026-09-02T19:00:00
REF029304,PAY097185,412,2026-08-06T20:00:00
REF029305,PAY097186,1584,2026-08-19T11:00:00
REF029306,PAY097191,2769,2026-08-26T22:00:00
REF029307,PAY097192,1082,2026-08-13T05:00:00
REF029308,PAY097195,5197,2026-09-02T23:00:00
REF029309,PAY097198,2886,2026-08-18T17:00:00
REF029310,PAY097204,3505,2026-08-10T11:00:00
REF029311,PAY097211,1061,2026-08-28T09:00:00
REF029312,PAY097214,6350,2026-08-27T20:00:00
REF029313,PAY097218,2611,2026-08-30T15:00:00
REF029314,PAY097222,2342,2026-08-11T12:00:00
REF029315,PAY097226,5273,2026-08-17T07:00:00
REF029316,PAY097229,1371,2026-08-19T18:00:00
REF029317,PAY097231,3900,2026-08-31T22:00:00
REF029318,PAY097235,259,2026-08-14T23:00:00
REF029319,PAY097239,7832,2026-08-23T21:00:00
REF029320,PAY097241,2587,2026-09-02T22:00:00
REF029321,PAY097244,1094,2026-08-12T17:00:00
REF029322,PAY097248,1321,2026-08-17T15:00:00
REF029323,PAY097250,926,2026-08-15T15:00:00
REF029324,PAY097251,4064,2026-08-19T21:00:00
REF029325,PAY097257,955,2026-09-03T16:00:00
REF029326,PAY097260,5783,2026-08-20T06:00:00
REF029327,PAY097261,7611,2026-08-28T23:00:00
REF029328,PAY097263,851,2026-08-14T08:00:00
REF029329,PAY097264,2064,2026-08-29T06:00:00
REF029330,PAY097267,421,2026-08-26T21:00:00
REF029331,PAY097269,882,2026-08-11T16:00:00
REF029332,PAY097272,4855,2026-08-11T16:00:00
REF029333,PAY097276,1650,2026-08-08T01:00:00
REF029334,PAY097285,6766,2026-08-22T12:00:00
REF029335,PAY097287,4106,2026-09-03T14:00:00
REF029336,PAY097293,3921,2026-09-01T23:00:00
REF029337,PAY097297,3050,2026-08-28T15:00:00
REF029338,PAY097299,1099,2026-08-22T01:00:00
REF029339,PAY097305,96,2026-08-22T12:00:00
REF029340,PAY097307,828,2026-08-26T09:00:00
REF029341,PAY097308,1589,2026-08-09T19:00:00
REF029342,PAY097309,1866,2026-08-30T09:00:00
REF029343,PAY097310,814,2026-08-18T08:00:00
REF029344,PAY097312,2724,2026-08-25T02:00:00
REF029345,PAY097314,312,2026-08-31T04:00:00
REF029346,PAY097319,6138,2026-08-09T14:00:00
REF029347,PAY097320,4265,2026-08-16T04:00:00
REF029348,PAY097333,330,2026-08-12T16:00:00
REF029349,PAY097337,950,2026-08-14T09:00:00
REF029350,PAY097338,1437,2026-09-02T11:00:00
REF029351,PAY097342,3842,2026-08-06T14:00:00
REF029352,PAY097343,1848,2026-08-13T15:00:00
REF029353,PAY097344,6547,2026-08-31T06:00:00
REF029354,PAY097347,3178,2026-08-22T01:00:00
REF029355,PAY097349,1037,2026-08-10T04:00:00
REF029356,PAY097353,3637,2026-08-24T11:00:00
REF029357,PAY097359,1857,2026-09-04T08:00:00
REF029358,PAY097364,75,2026-08-10T19:00:00
REF029359,PAY097368,3610,2026-08-08T03:00:00
REF029360,PAY097369,2217,2026-08-09T16:00:00
REF029361,PAY097370,1868,2026-08-19T14:00:00
REF029362,PAY097376,1076,2026-08-19T11:00:00
REF029363,PAY097379,1285,2026-08-07T01:00:00
REF029364,PAY097380,296,2026-09-03T19:00:00
REF029365,PAY097382,1971,2026-08-22T09:00:00
REF029366,PAY097385,353,2026-08-21T22:00:00
REF029367,PAY097387,3157,2026-08-12T06:00:00
REF029368,PAY097390,1712,2026-08-25T00:00:00
REF029369,PAY097394,199,2026-08-12T16:00:00
REF029370,PAY097396,1063,2026-08-18T12:00:00
REF029371,PAY097397,4240,2026-08-22T17:00:00
REF029372,PAY097398,663,2026-08-26T12:00:00
REF029373,PAY097399,270,2026-08-18T06:00:00
REF029374,PAY097409,2332,2026-09-03T04:00:00
REF029375,PAY097413,4982,2026-08-18T04:00:00
REF029376,PAY097416,1889,2026-08-29T16:00:00
REF029377,PAY097420,529,2026-08-11T05:00:00
REF029378,PAY097421,1720,2026-08-12T11:00:00
REF029379,PAY097423,1739,2026-08-31T04:00:00
REF029380,PAY097426,786,2026-08-20T06:00:00
REF029381,PAY097431,839,2026-08-31T17:00:00
REF029382,PAY097433,455,2026-08-18T18:00:00
REF029383,PAY097434,3377,2026-08-08T18:00:00
REF029384,PAY097435,1529,2026-08-09T16:00:00
REF029385,PAY097437,3332,2026-08-20T19:00:00
REF029386,PAY097439,4972,2026-08-21T06:00:00
REF029387,PAY097440,4110,2026-08-22T03:00:00
REF029388,PAY097442,2665,2026-08-26T02:00:00
REF029389,PAY097449,4156,2026-08-28T08:00:00
REF029390,PAY097451,582,2026-08-22T15:00:00
REF029391,PAY097454,5566,2026-08-25T08:00:00
REF029392,PAY097456,809,2026-08-28T19:00:00
REF029393,PAY097466,2736,2026-08-17T06:00:00
REF029394,PAY097469,1210,2026-08-26T14:00:00
REF029395,PAY097478,3622,2026-08-20T19:00:00
REF029396,PAY097480,2048,2026-08-15T00:00:00
REF029397,PAY097487,1446,2026-08-27T16:00:00
REF029398,PAY097489,3758,2026-08-16T05:00:00
REF029399,PAY097490,3638,2026-08-14T17:00:00
REF029400,PAY097499,703,2026-08-17T08:00:00
REF029401,PAY097500,738,2026-08-11T06:00:00
REF029402,PAY097506,53,2026-08-27T08:00:00
REF029403,PAY097509,2226,2026-08-19T00:00:00
REF029404,PAY097510,3185,2026-08-21T01:00:00
REF029405,PAY097511,2803,2026-09-02T02:00:00
REF029406,PAY097516,1316,2026-08-06T17:00:00
REF029407,PAY097520,3553,2026-08-12T19:00:00
REF029408,PAY097524,2310,2026-08-23T19:00:00
REF029409,PAY097527,90,2026-08-12T04:00:00
REF029410,PAY097528,504,2026-08-29T12:00:00
REF029411,PAY097533,52,2026-08-20T07:00:00
REF029412,PAY097535,5361,2026-08-06T23:00:00
REF029413,PAY097537,329,2026-09-04T02:00:00
REF029414,PAY097540,1029,2026-08-19T05:00:00
REF029415,PAY097541,2284,2026-08-11T13:00:00
REF029416,PAY097548,293,2026-08-29T07:00:00
REF029417,PAY097550,3283,2026-08-31T22:00:00
REF029418,PAY097560,2230,2026-08-15T06:00:00
REF029419,PAY097565,1411,2026-08-31T21:00:00
REF029420,PAY097566,1015,2026-08-31T14:00:00
REF029421,PAY097567,2618,2026-08-23T06:00:00
REF029422,PAY097570,3696,2026-08-10T16:00:00
REF029423,PAY097574,4943,2026-08-18T09:00:00
REF029424,PAY097582,3257,2026-08-13T18:00:00
REF029425,PAY097586,3066,2026-08-23T01:00:00
REF029426,PAY097589,2563,2026-08-27T13:00:00
REF029427,PAY097592,3426,2026-08-27T06:00:00
REF029428,PAY097593,6559,2026-08-17T19:00:00
REF029429,PAY097594,2245,2026-08-09T12:00:00
REF029430,PAY097595,1424,2026-08-20T03:00:00
REF029431,PAY097598,5661,2026-08-14T20:00:00
REF029432,PAY097602,662,2026-08-20T12:00:00
REF029433,PAY097604,4922,2026-08-30T08:00:00
REF029434,PAY097605,2257,2026-08-17T21:00:00
REF029435,PAY097610,6134,2026-08-12T19:00:00
REF029436,PAY097611,733,2026-08-14T06:00:00
REF029437,PAY097618,2007,2026-08-22T18:00:00
REF029438,PAY097623,5000,2026-08-21T23:00:00
REF029439,PAY097625,2537,2026-08-11T13:00:00
REF029440,PAY097626,2099,2026-08-14T21:00:00
REF029441,PAY097629,4471,2026-08-10T10:00:00
REF029442,PAY097630,1699,2026-09-01T07:00:00
REF029443,PAY097633,2711,2026-08-09T05:00:00
REF029444,PAY097634,3502,2026-08-16T20:00:00
REF029445,PAY097643,3129,2026-08-31T06:00:00
REF029446,PAY097646,1265,2026-09-02T17:00:00
REF029447,PAY097647,3137,2026-08-08T19:00:00
REF029448,PAY097655,5522,2026-08-29T21:00:00
REF029449,PAY097657,1918,2026-08-14T05:00:00
REF029450,PAY097659,537,2026-08-13T07:00:00
REF029451,PAY097665,931,2026-09-03T04:00:00
REF029452,PAY097666,2694,2026-08-31T15:00:00
REF029453,PAY097670,2854,2026-08-27T10:00:00
REF029454,PAY097671,1150,2026-09-02T04:00:00
REF029455,PAY097679,2788,2026-08-21T23:00:00
REF029456,PAY097681,3671,2026-08-22T14:00:00
REF029457,PAY097682,1375,2026-09-04T05:00:00
REF029458,PAY097683,547,2026-08-27T00:00:00
REF029459,PAY097685,119,2026-08-31T20:00:00
REF029460,PAY097686,1483,2026-09-01T09:00:00
REF029461,PAY097694,2532,2026-08-23T05:00:00
REF029462,PAY097702,426,2026-08-23T04:00:00
REF029463,PAY097707,522,2026-08-20T19:00:00
REF029464,PAY097707,522,2026-08-20T20:00:00
REF029465,PAY097708,460,2026-08-13T03:00:00
REF029466,PAY097709,3672,2026-08-20T17:00:00
REF029467,PAY097710,5714,2026-08-24T11:00:00
REF029468,PAY097711,353,2026-09-03T18:00:00
REF029469,PAY097712,1991,2026-08-09T12:00:00
REF029470,PAY097714,2765,2026-08-29T18:00:00
REF029471,PAY097717,1508,2026-08-27T14:00:00
REF029472,PAY097719,4345,2026-08-08T23:00:00
REF029473,PAY097723,263,2026-08-25T23:00:00
REF029474,PAY097724,7531,2026-08-23T10:00:00
REF029475,PAY097725,136,2026-08-14T11:00:00
REF029476,PAY097727,5369,2026-08-15T18:00:00
REF029477,PAY097730,3465,2026-08-26T23:00:00
REF029478,PAY097731,171,2026-09-03T03:00:00
REF029479,PAY097734,3256,2026-08-30T03:00:00
REF029480,PAY097736,1652,2026-08-26T00:00:00
REF029481,PAY097741,3977,2026-08-15T00:00:00
REF029482,PAY097745,334,2026-08-09T17:00:00
REF029483,PAY097752,1825,2026-08-06T20:00:00
REF029484,PAY097756,185,2026-08-17T06:00:00
REF029485,PAY097758,3347,2026-08-16T17:00:00
REF029486,PAY097759,971,2026-08-15T20:00:00
REF029487,PAY097760,1097,2026-08-08T15:00:00
REF029488,PAY097766,80,2026-08-17T05:00:00
REF029489,PAY097767,9826,2026-08-27T03:00:00
REF029490,PAY097774,1353,2026-08-25T13:00:00
REF029491,PAY097777,2579,2026-08-29T22:00:00
REF029492,PAY097778,268,2026-08-17T04:00:00
REF029493,PAY097779,2557,2026-09-03T13:00:00
REF029494,PAY097781,3118,2026-08-17T13:00:00
REF029495,PAY097783,2534,2026-08-30T03:00:00
REF029496,PAY097784,779,2026-08-17T02:00:00
REF029497,PAY097787,3244,2026-08-28T22:00:00
REF029498,PAY097788,2351,2026-08-23T21:00:00
REF029499,PAY097789,2270,2026-08-15T05:00:00
REF029500,PAY097790,2557,2026-08-22T06:00:00
REF029501,PAY097792,6851,2026-08-12T07:00:00
REF029502,PAY097794,739,2026-09-03T01:00:00
REF029503,PAY097795,463,2026-08-15T02:00:00
REF029504,PAY097799,4750,2026-08-27T19:00:00
REF029505,PAY097807,237,2026-08-12T14:00:00
REF029506,PAY097811,3823,2026-08-26T21:00:00
REF029507,PAY097816,3508,2026-08-20T12:00:00
REF029508,PAY097821,6372,2026-08-13T06:00:00
REF029509,PAY097828,2049,2026-08-25T03:00:00
REF029510,PAY097829,2019,2026-08-28T02:00:00
REF029511,PAY097832,472,2026-08-08T05:00:00
REF029512,PAY097833,771,2026-08-28T19:00:00
REF029513,PAY097839,716,2026-08-13T10:00:00
REF029514,PAY097844,990,2026-08-27T12:00:00
REF029515,PAY097848,623,2026-08-21T02:00:00
REF029516,PAY097852,4212,2026-08-22T02:00:00
REF029517,PAY097854,3046,2026-09-01T22:00:00
REF029518,PAY097858,5176,2026-08-24T11:00:00
REF029519,PAY097860,4939,2026-08-07T18:00:00
REF029520,PAY097862,5247,2026-08-22T13:00:00
REF029521,PAY097863,128,2026-08-15T08:00:00
REF029522,PAY097865,3554,2026-08-12T08:00:00
REF029523,PAY097867,296,2026-08-21T01:00:00
REF029524,PAY097868,3501,2026-08-21T18:00:00
REF029525,PAY097872,1000,2026-09-03T20:00:00
REF029526,PAY097874,474,2026-09-02T14:00:00
REF029527,PAY097879,3881,2026-08-29T21:00:00
REF029528,PAY097881,989,2026-09-03T16:00:00
REF029529,PAY097883,544,2026-08-14T00:00:00
REF029530,PAY097885,52,2026-08-24T21:00:00
REF029531,PAY097891,3438,2026-08-26T18:00:00
REF029532,PAY097897,4262,2026-08-26T05:00:00
REF029533,PAY097900,1572,2026-08-16T13:00:00
REF029534,PAY097902,1688,2026-08-22T04:00:00
REF029535,PAY097905,2110,2026-08-08T00:00:00
REF029536,PAY097906,688,2026-08-26T08:00:00
REF029537,PAY097908,432,2026-08-16T03:00:00
REF029538,PAY097911,231,2026-08-07T08:00:00
REF029539,PAY097914,2930,2026-09-02T20:00:00
REF029540,PAY097926,495,2026-08-18T09:00:00
REF029541,PAY097927,3910,2026-08-22T02:00:00
REF029542,PAY097928,695,2026-08-12T20:00:00
REF029543,PAY097930,944,2026-08-25T02:00:00
REF029544,PAY097934,609,2026-08-07T09:00:00
REF029545,PAY097940,567,2026-08-24T01:00:00
REF029546,PAY097946,592,2026-08-15T23:00:00
REF029547,PAY097948,1033,2026-08-10T04:00:00
REF029548,PAY097954,1324,2026-08-21T16:00:00
REF029549,PAY097956,324,2026-08-12T08:00:00
REF029550,PAY097962,2794,2026-08-13T06:00:00
REF029551,PAY097965,2629,2026-08-17T11:00:00
REF029552,PAY097967,123,2026-08-13T16:00:00
REF029553,PAY097969,3567,2026-08-28T21:00:00
REF029554,PAY097970,5632,2026-09-03T23:00:00
REF029555,PAY097974,1465,2026-08-25T13:00:00
REF029556,PAY097975,1143,2026-08-20T16:00:00
REF029557,PAY097980,604,2026-08-20T17:00:00
REF029558,PAY097983,3395,2026-08-22T19:00:00
REF029559,PAY097986,495,2026-08-28T10:00:00
REF029560,PAY097987,501,2026-09-02T00:00:00
REF029561,PAY097988,470,2026-08-15T12:00:00
REF029562,PAY097990,70,2026-08-23T12:00:00
REF029563,PAY097993,819,2026-08-12T21:00:00
REF029564,PAY097994,4073,2026-09-01T23:00:00
REF029565,PAY097996,737,2026-08-12T02:00:00
REF029566,PAY097997,869,2026-08-23T08:00:00
REF029567,PAY097999,909,2026-08-13T11:00:00
REF029568,PAY098006,5545,2026-08-19T18:00:00
REF029569,PAY098007,7325,2026-08-20T03:00:00
REF029570,PAY098010,1075,2026-08-31T05:00:00
REF029571,PAY098011,4038,2026-08-28T07:00:00
REF029572,PAY098012,1373,2026-08-31T03:00:00
REF029573,PAY098016,735,2026-08-25T11:00:00
REF029574,PAY098017,6130,2026-08-31T23:00:00
REF029575,PAY098021,1360,2026-08-16T02:00:00
REF029576,PAY098022,1067,2026-08-19T18:00:00
REF029577,PAY098026,799,2026-08-24T13:00:00
REF029578,PAY098027,1025,2026-08-06T11:00:00
REF029579,PAY098031,1422,2026-09-01T14:00:00
REF029580,PAY098032,1973,2026-08-10T09:00:00
REF029581,PAY098033,1860,2026-08-24T03:00:00
REF029582,PAY098034,4725,2026-08-27T04:00:00
REF029583,PAY098035,2243,2026-08-31T23:00:00
REF029584,PAY098042,290,2026-08-14T15:00:00
REF029585,PAY098043,3878,2026-08-08T07:00:00
REF029586,PAY098044,2674,2026-08-23T09:00:00
REF029587,PAY098045,170,2026-08-15T07:00:00
REF029588,PAY098046,5274,2026-08-11T15:00:00
REF029589,PAY098049,1780,2026-08-17T18:00:00
REF029590,PAY098053,715,2026-08-15T09:00:00
REF029591,PAY098054,3616,2026-08-25T16:00:00
REF029592,PAY098064,1328,2026-08-29T11:00:00
REF029593,PAY098075,6541,2026-08-19T10:00:00
REF029594,PAY098082,7212,2026-08-24T05:00:00
REF029595,PAY098083,4055,2026-08-29T07:00:00
REF029596,PAY098084,3991,2026-08-21T14:00:00
REF029597,PAY098088,1717,2026-09-01T06:00:00
REF029598,PAY098090,704,2026-08-26T16:00:00
REF029599,PAY098091,2093,2026-08-15T08:00:00
REF029600,PAY098092,79,2026-08-23T04:00:00
REF029601,PAY098093,412,2026-08-25T00:00:00
REF029602,PAY098100,5690,2026-08-20T21:00:00
REF029603,PAY098104,6828,2026-08-18T05:00:00
REF029604,PAY098105,2762,2026-09-04T06:00:00
REF029605,PAY098107,396,2026-08-25T05:00:00
REF029606,PAY098111,2614,2026-09-04T10:00:00
REF029607,PAY098113,4350,2026-08-18T01:00:00
REF029608,PAY098119,509,2026-08-21T05:00:00
REF029609,PAY098121,3819,2026-09-02T08:00:00
REF029610,PAY098122,4974,2026-08-29T16:00:00
REF029611,PAY098125,309,2026-09-02T04:00:00
REF029612,PAY098126,5605,2026-09-01T10:00:00
REF029613,PAY098132,6746,2026-09-01T21:00:00
REF029614,PAY098134,546,2026-08-14T22:00:00
REF029615,PAY098136,6089,2026-08-13T03:00:00
