credit_id,settlement_id,amount,ts
CR088436,SET088558,32081,2026-08-20T13:00:00
CR088437,SET088559,36425,2026-08-31T18:00:00
CR088438,SET088560,16455,2026-08-19T07:00:00
CR088439,SET088561,1985,2026-08-17T03:00:00
CR088440,SET088562,13310,2026-08-21T21:00:00
CR088441,SET088563,20950,2026-08-26T13:00:00
CR088442,SET088564,36858,2026-08-16T17:00:00
CR088443,SET088565,33164,2026-08-11T02:00:00
CR088444,SET088566,21138,2026-09-03T22:00:00
CR088445,SET088567,2680,2026-08-18T16:00:00
CR088446,SET088568,30237,2026-08-30T11:00:00
CR088447,SET088569,26858,2026-08-15T08:00:00
CR088448,SET088570,22561,2026-08-11T18:00:00
CR088449,SET088571,24208,2026-08-24T10:00:00
CR088450,SET088572,12742,2026-08-31T13:00:00
CR088451,SET088573,6013,2026-08-23T10:00:00
CR088452,SET088574,4336,2026-08-18T17:00:00
CR088453,SET088575,3967,2026-08-07T18:00:00
CR088454,SET088576,6315,2026-08-24T05:00:00
CR088455,SET088577,14310,2026-08-08T01:00:00
CR088456,SET088578,39948,2026-08-22T01:00:00
CR088457,SET088579,38134,2026-08-20T21:00:00
CR088458,SET088580,39055,2026-08-22T13:00:00
CR088459,SET088581,14604,2026-08-19T09:00:00
CR088460,SET088582,13393,2026-08-09T14:00:00
CR088461,SET088583,44530,2026-08-17T14:00:00
CR088462,SET088584,24433,2026-08-24T21:00:00
CR088463,SET088585,19960,2026-08-21T22:00:00
CR088464,SET088586,44797,2026-08-26T12:00:00
CR088465,SET088587,24314,2026-08-25T19:00:00
CR088466,SET088588,12570,2026-08-23T03:00:00
CR088467,SET088589,1581,2026-08-31T00:00:00
CR088468,SET088590,12748,2026-08-30T00:00:00
CR088469,SET088591,22336,2026-08-26T08:00:00
CR088470,SET088592,41818,2026-08-14T15:00:00
CR088471,SET088593,25796,2026-08-13T16:00:00
CR088472,SET088594,39473,2026-09-04T09:00:00
CR088473,SET088595,16293,2026-08-24T13:00:00
CR088474,SET088596,7658,2026-08-25T02:00:00
CR088475,SET088597,25991,2026-08-16T07:00:00
CR088476,SET088598,14177,2026-08-24T17:00:00
CR088477,SET088599,28412,2026-08-09T10:00:00
CR088478,SET088600,11188,2026-09-02T02:00:00
CR088479,SET088601,37235,2026-08-22T12:00:00
CR088480,SET088602,5711,2026-08-27T20:00:00
CR088481,SET088603,10402,2026-08-08T11:00:00
CR088482,SET088604,34761,2026-08-20T02:00:00
CR088483,SET088605,32298,2026-08-26T06:00:00
CR088484,SET088606,24380,2026-08-22T16:00:00
CR088485,SET088607,42154,2026-08-18T19:00:00
CR088486,SET088608,28346,2026-08-12T20:00:00
CR088487,SET088609,9002,2026-08-29T21:00:00
CR088488,SET088610,9578,2026-08-16T21:00:00
CR088489,SET088611,44733,2026-08-16T18:00:00
CR088490,SET088612,9673,2026-08-26T18:00:00
CR088491,SET088613,37038,2026-08-16T03:00:00
CR088492,SET088614,39515,2026-08-08T12:00:00
CR088493,SET088615,18370,2026-09-01T06:00:00
CR088494,SET088616,9259,2026-08-12T21:00:00
CR088495,SET088617,43894,2026-08-24T14:00:00
CR088496,SET088618,24442,2026-08-31T19:00:00
CR088497,SET088619,43064,2026-08-27T12:00:00
CR088498,SET088620,10662,2026-09-02T18:00:00
CR088499,SET088621,19734,2026-08-31T08:00:00
CR088500,SET088622,24200,2026-08-07T00:00:00
CR088501,SET088623,33831,2026-09-03T01:00:00
CR088502,SET088624,16018,2026-08-16T07:00:00
CR088503,SET088625,34878,2026-08-31T05:00:00
CR088504,SET088626,12789,2026-08-14T21:00:00
CR088505,SET088627,1452,2026-08-31T12:00:00
CR088506,SET088628,5395,2026-08-19T06:00:00
CR088507,SET088629,35368,2026-08-10T03:00:00
CR088508,SET088630,44390,2026-08-15T03:00:00
CR088509,SET088631,33157,2026-08-23T18:00:00
CR088510,SET088632,45458,2026-08-31T08:00:00
CR088511,SET088633,24826,2026-08-08T19:00:00
CR088512,SET088634,33533,2026-08-07T04:00:00
CR088513,SET088635,17445,2026-08-26T12:00:00
CR088514,SET088636,26654,2026-08-24T20:00:00
CR088515,SET088637,14575,2026-09-02T05:00:00
CR088516,SET088638,22943,2026-09-03T08:00:00
CR088517,SET088639,33834,2026-08-30T16:00:00
CR088518,SET088640,7167,2026-08-12T20:00:00
CR088519,SET088641,36415,2026-08-30T00:00:00
CR088520,SET088642,38840,2026-08-24T09:00:00
CR088521,SET088643,31501,2026-09-01T00:00:00
CR088522,SET088644,42924,2026-08-13T23:00:00
CR088523,SET088645,40307,2026-08-22T07:00:00
CR088524,SET088646,45583,2026-08-06T15:00:00
CR088525,SET088647,9426,2026-09-03T08:00:00
CR088526,SET088648,22898,2026-08-24T00:00:00
CR088527,SET088649,24895,2026-08-21T10:00:00
CR088528,SET088650,2973,2026-08-21T06:00:00
CR088529,SET088651,25010,2026-08-29T00:00:00
CR088530,SET088652,5662,2026-08-21T00:00:00
CR088531,SET088653,42435,2026-08-11T07:00:00
CR088532,SET088654,45836,2026-08-14T19:00:00
CR088533,SET088655,17994,2026-08-10T21:00:00
CR088534,SET088656,26162,2026-09-01T11:00:00
CR088535,SET088657,9504,2026-08-19T17:00:00
CR088536,SET088658,30991,2026-09-01T21:00:00
CR088537,SET088659,34971,2026-08-14T09:00:00
CR088538,SET088660,10752,2026-08-08T11:00:00
CR088539,SET088661,20074,2026-08-20T19:00:00
CR088540,SET088662,39375,2026-08-23T21:00:00
CR088541,SET088663,15711,2026-08-28T08:00:00
CR088542,SET088664,1497,2026-08-09T22:00:00
CR088543,SET088665,40724,2026-08-17T08:00:00
CR088544,SET088666,18538,2026-08-10T22:00:00
CR088545,SET088667,27606,2026-08-20T19:00:00
CR088546,SET088668,31180,2026-08-23T08:00:00
CR088547,SET088669,9860,2026-09-04T02:00:00
CR088548,SET088670,3511,2026-08-21T04:00:00
CR088549,SET088671,29841,2026-08-11T18:00:00
CR088550,SET088672,29570,2026-08-08T16:00:00
CR088551,SET088673,29685,2026-08-10T19:00:00
CR088552,SET088674,8845,2026-09-04T00:00:00
CR088553,SET088675,31677,2026-08-07T18:00:00
CR088554,SET088676,9937,2026-08-21T21:00:00
CR088555,SET088677,29007,2026-08-21T09:00:00
CR088556,SET088678,20019,2026-09-03T22:00:00
CR088557,SET088679,30152,2026-08-24T13:00:00
CR088558,SET088680,13138,2026-08-22T09:00:00
CR088559,SET088681,14754,2026-08-25T17:00:00
CR088560,SET088682,23724,2026-08-25T17:00:00
CR088561,SET088683,13034,2026-08-13T03:00:00
CR088562,SET088684,5558,2026-08-25T15:00:00
CR088563,SET088685,33330,2026-08-11T11:00:00
CR088564,SET088686,40231,2026-08-06T13:00:00
CR088565,SET088687,12907,2026-08-22T07:00:00
CR088566,SET088688,42725,2026-09-01T15:00:00
CR088567,SET088689,28244,2026-08-06T22:00:00
CR088568,SET088690,38774,2026-08-16T09:00:00
CR088569,SET088691,2237,2026-09-04T04:00:00
CR088570,SET088692,9998,2026-08-07T03:00:00
CR088571,SET088693,42453,2026-08-19T12:00:00
CR088572,SET088694,24331,2026-08-12T08:00:00
CR088573,SET088695,12667,2026-08-10T02:00:00
CR088574,SET088696,36503,2026-08-22T11:00:00
CR088575,SET088697,19616,2026-08-13T23:00:00
CR088576,SET088698,36553,2026-08-09T12:00:00
CR088577,SET088699,44374,2026-08-10T19:00:00
CR088578,SET088700,2786,2026-08-30T21:00:00
CR088579,SET088701,32757,2026-08-25T01:00:00
CR088580,SET088702,24235,2026-08-13T09:00:00
CR088581,SET088703,19463,2026-08-22T00:00:00
CR088582,SET088704,29463,2026-08-25T22:00:00
CR088583,SET088705,10924,2026-08-24T20:00:00
CR088584,SET088706,21401,2026-08-24T11:00:00
CR088585,SET088707,23775,2026-08-19T03:00:00
CR088586,SET088708,1701,2026-08-22T10:00:00
CR088587,SET088709,25650,2026-08-16T02:00:00
CR088588,SET088710,24318,2026-08-23T15:00:00
CR088589,SET088711,42746,2026-08-31T01:00:00
CR088590,SET088712,8861,2026-08-17T19:00:00
CR088591,SET088713,17135,2026-08-11T21:00:00
CR088592,SET088714,21456,2026-08-07T20:00:00
CR088593,SET088715,1404,2026-08-24T04:00:00
CR088594,SET088716,3669,2026-08-07T17:00:00
CR088595,SET088717,28547,2026-09-04T11:00:00
CR088596,SET088718,5910,2026-08-06T20:00:00
CR088597,SET088719,2907,2026-08-31T20:00:00
CR088598,SET088720,7208,2026-08-10T10:00:00
CR088599,SET088721,12685,2026-08-27T19:00:00
CR088600,SET088722,22248,2026-08-31T15:00:00
CR088601,SET088723,13324,2026-08-15T23:00:00
CR088602,SET088724,43721,2026-08-23T10:00:00
CR088603,SET088725,44694,2026-08-13T03:00:00
CR088604,SET088726,33984,2026-08-14T10:00:00
CR088605,SET088727,13158,2026-09-01T15:00:00
CR088606,SET088728,5605,2026-08-21T21:00:00
CR088607,SET088729,7209,2026-08-15T06:00:00
CR088608,SET088730,8482,2026-08-28T20:00:00
CR088609,SET088731,7496,2026-09-04T06:00:00
CR088610,SET088732,2597,2026-08-22T12:00:00
CR088611,SET088733,13064,2026-08-18T08:00:00
CR088612,SET088734,5229,2026-08-21T10:00:00
CR088613,SET088735,39385,2026-08-14T07:00:00
CR088614,SET088736,43242,2026-08-16T12:00:00
CR088615,SET088737,44490,2026-08-30T13:00:00
CR088616,SET088738,41751,2026-08-19T17:00:00
CR088617,SET088739,3907,2026-08-08T00:00:00
CR088618,SET088740,4525,2026-08-21T23:00:00
CR088619,SET088741,9407,2026-08-19T03:00:00
CR088620,SET088742,44584,2026-09-03T06:00:00
CR088621,SET088743,36709,2026-08-31T19:00:00
CR088622,SET088744,9050,2026-08-22T16:00:00
CR088623,SET088745,34475,2026-08-28T19:00:00
CR088624,SET088746,43983,2026-08-16T12:00:00
CR088625,SET088747,20865,2026-08-12T21:00:00
CR088626,SET088748,19054,2026-08-30T04:00:00
CR088627,SET088749,37176,2026-08-24T02:00:00
CR088628,SET088750,21852,2026-08-16T14:00:00
CR088629,SET088751,32750,2026-08-26T01:00:00
CR088630,SET088752,20815,2026-08-12T19:00:00
CR088631,SET088753,7346,2026-08-18T19:00:00
CR088632,SET088754,3954,2026-08-23T10:00:00
CR088633,SET088755,25490,2026-08-28T06:00:00
CR088634,SET088756,2149,2026-08-12T02:00:00
CR088635,SET088757,39458,2026-08-11T13:00:00
CR088636,SET088758,25741,2026-08-18T01:00:00
CR088637,SET088759,37657,2026-08-12T10:00:00
CR088638,SET088760,36218,2026-08-14T09:00:00
CR088639,SET088761,46285,2026-08-27T22:00:00
CR088640,SET088762,22697,2026-08-07T21:00:00
CR088641,SET088763,4027,2026-09-02T04:00:00
CR088642,SET088764,20986,2026-08-06T16:00:00
CR088643,SET088765,12845,2026-08-11T21:00:00
CR088644,SET088766,42257,2026-08-24T13:00:00
CR088645,SET088767,45311,2026-08-23T10:00:00
CR088646,SET088768,31928,2026-08-14T02:00:00
CR088647,SET088769,2514,2026-09-02T12:00:00
CR088648,SET088770,3964,2026-08-20T12:00:00
CR088649,SET088771,38647,2026-08-19T04:00:00
CR088650,SET088772,44117,2026-08-26T23:00:00
CR088651,SET088773,13575,2026-08-19T20:00:00
CR088652,SET088774,31968,2026-08-25T21:00:00
CR088653,SET088775,14036,2026-08-16T12:00:00
CR088654,SET088776,16775,2026-09-03T05:00:00
CR088655,SET088777,1683,2026-08-29T04:00:00
CR088656,SET088778,22233,2026-08-15T22:00:00
CR088657,SET088779,8869,2026-08-24T12:00:00
CR088658,SET088780,32546,2026-08-19T14:00:00
CR088659,SET088781,17733,2026-08-23T03:00:00
CR088660,SET088782,45084,2026-08-19T11:00:00
CR088661,SET088783,5092,2026-08-25T15:00:00
CR088662,SET088784,31599,2026-08-15T23:00:00
CR088663,SET088785,7785,2026-08-27T10:00:00
CR088664,SET088786,34797,2026-08-29T04:00:00
CR088665,SET088787,14550,2026-08-17T21:00:00
CR088666,SET088788,41437,2026-08-27T19:00:00
CR088667,SET088789,43147,2026-08-12T01:00:00
CR088668,SET088790,28925,2026-08-20T10:00:00
CR088669,SET088791,40565,2026-08-15T09:00:00
CR088670,SET088792,40062,2026-08-27T08:00:00
CR088671,SET088793,19434,2026-08-19T02:00:00
CR088672,SET088794,11790,2026-08-26T21:00:00
CR088673,SET088795,30395,2026-08-23T16:00:00
CR088674,SET088796,11948,2026-08-24T19:00:00
CR088675,SET088797,-538,2026-08-27T10:00:00
CR088676,SET088798,2824,2026-08-26T19:00:00
CR088677,SET088799,40007,2026-08-23T07:00:00
CR088678,SET088800,23092,2026-08-07T07:00:00
CR088679,SET088801,15643,2026-08-22T21:00:00
CR088680,SET088802,15721,2026-08-15T22:00:00
CR088681,SET088803,33421,2026-08-15T16:00:00
CR088682,SET088804,8115,2026-08-17T07:00:00
CR088683,SET088805,-875,2026-09-02T15:00:00
CR088684,SET088806,46631,2026-08-21T00:00:00
CR088685,SET088807,30532,2026-08-08T19:00:00
CR088686,SET088808,30233,2026-08-17T05:00:00
CR088687,SET088809,12512,2026-08-20T14:00:00
CR088688,SET088810,42124,2026-09-03T21:00:00
CR088689,SET088811,36219,2026-08-15T15:00:00
CR088690,SET088812,44891,2026-08-11T23:00:00
CR088691,SET088813,38891,2026-08-07T12:00:00
CR088692,SET088814,12717,2026-08-11T05:00:00
CR088693,SET088815,32718,2026-09-03T02:00:00
CR088694,SET088816,3093,2026-08-11T08:00:00
CR088695,SET088817,39006,2026-08-07T21:00:00
CR088696,SET088818,35710,2026-08-21T12:00:00
CR088697,SET088819,18889,2026-08-20T06:00:00
CR088698,SET088820,1003,2026-09-01T07:00:00
CR088699,SET088821,42664,2026-08-28T10:00:00
CR088700,SET088822,5550,2026-08-20T06:00:00
CR088701,SET088823,14799,2026-08-31T21:00:00
CR088702,SET088824,6259,2026-08-22T14:00:00
CR088703,SET088825,28851,2026-08-30T22:00:00
CR088704,SET088826,24850,2026-09-01T10:00:00
CR088705,SET088827,12964,2026-08-18T08:00:00
CR088706,SET088828,41705,2026-08-27T13:00:00
CR088707,SET088829,32369,2026-08-11T05:00:00
CR088708,SET088830,21462,2026-08-16T13:00:00
CR088709,SET088831,25554,2026-08-10T23:00:00
CR088710,SET088832,31882,2026-08-20T00:00:00
CR088711,SET088833,29515,2026-08-15T04:00:00
CR088712,SET088834,37143,2026-08-08T16:00:00
CR088713,SET088835,43390,2026-08-26T18:00:00
CR088714,SET088836,2388,2026-08-29T20:00:00
CR088715,SET088837,2201,2026-08-11T22:00:00
CR088716,SET088838,46703,2026-08-27T15:00:00
CR088717,SET088839,14579,2026-08-21T02:00:00
CR088718,SET088840,6829,2026-08-08T07:00:00
CR088719,SET088841,36111,2026-08-17T08:00:00
CR088720,SET088842,6785,2026-08-25T15:00:00
CR088721,SET088843,32578,2026-08-12T12:00:00
CR088722,SET088844,2216,2026-08-22T03:00:00
CR088723,SET088845,7375,2026-08-21T06:00:00
CR088724,SET088846,44564,2026-08-13T04:00:00
CR088725,SET088847,31220,2026-08-24T09:00:00
CR088726,SET088848,25656,2026-08-25T09:00:00
CR088727,SET088849,1478,2026-08-13T23:00:00
CR088728,SET088850,45347,2026-08-21T10:00:00
CR088729,SET088851,45210,2026-08-24T18:00:00
CR088730,SET088852,24605,2026-08-26T14:00:00
CR088731,SET088853,34780,2026-08-06T22:00:00
CR088732,SET088854,37139,2026-08-25T22:00:00
CR088733,SET088855,26247,2026-08-14T22:00:00
CR088734,SET088856,27801,2026-08-31T18:00:00
CR088735,SET088857,38368,2026-08-17T21:00:00
CR088736,SET088858,23058,2026-08-08T18:00:00
CR088737,SET088859,27904,2026-08-18T00:00:00
CR088738,SET088860,5030,2026-08-26T19:00:00
CR088739,SET088861,31892,2026-08-10T17:00:00
CR088740,SET088862,32675,2026-08-09T20:00:00
CR088741,SET088863,24760,2026-09-02T15:00:00
CR088742,SET088864,10982,2026-08-17T00:00:00
CR088743,SET088865,13046,2026-08-18T15:00:00
CR088744,SET088866,3622,2026-08-14T16:00:00
CR088745,SET088867,8153,2026-08-23T16:00:00
CR088746,SET088868,25522,2026-08-31T03:00:00
CR088747,SET088869,22706,2026-08-22T16:00:00
CR088748,SET088870,12960,2026-08-09T07:00:00
CR088749,SET088871,17421,2026-08-14T13:00:00
CR088750,SET088872,17012,2026-08-17T13:00:00
CR088751,SET088873,28836,2026-08-23T11:00:00
CR088752,SET088874,7721,2026-08-18T13:00:00
CR088753,SET088875,5925,2026-08-12T10:00:00
CR088754,SET088876,23303,2026-08-12T03:00:00
CR088755,SET088877,11044,2026-08-12T22:00:00
CR088756,SET088878,14382,2026-08-15T08:00:00
CR088757,SET088879,20065,2026-08-17T03:00:00
CR088758,SET088880,21997,2026-08-18T17:00:00
CR088759,SET088881,27953,2026-08-12T23:00:00
CR088760,SET088882,27097,2026-08-14T03:00:00
CR088761,SET088883,33843,2026-08-22T06:00:00
CR088762,SET088884,2960,2026-08-29T00:00:00
CR088763,SET088885,3892,2026-09-04T00:00:00
CR088764,SET088886,42223,2026-08-29T03:00:00
CR088765,SET088887,46709,2026-08-23T07:00:00
CR088766,SET088888,16788,2026-08-27T13:00:00
CR088767,SET088889,5330,2026-08-29T23:00:00
CR088768,SET088890,39651,2026-08-25T04:00:00
CR088769,SET088891,19465,2026-08-10T18:00:00
CR088770,SET088892,27113,2026-08-26T08:00:00
CR088771,SET088893,8994,2026-08-29T01:00:00
CR088772,SET088894,32561,2026-08-17T00:00:00
CR088773,SET088895,19414,2026-08-28T18:00:00
CR088774,SET088896,32485,2026-08-25T15:00:00
CR088775,SET088897,18351,2026-09-03T04:00:00
CR088776,SET088898,20838,2026-08-28T23:00:00
CR088777,SET088899,39252,2026-08-18T12:00:00
CR088778,SET088900,1731,2026-08-30T03:00:00
CR088779,SET088901,25035,2026-08-27T21:00:00
CR088780,SET088902,43460,2026-08-20T13:00:00
CR088781,SET088903,37016,2026-08-25T15:00:00
CR088782,SET088904,23665,2026-08-18T00:00:00
CR088783,SET088905,34653,2026-08-13T12:00:00
CR088784,SET088906,33777,2026-08-28T04:00:00
CR088785,SET088907,14876,2026-08-10T11:00:00
CR088786,SET088908,42999,2026-08-06T18:00:00
CR088787,SET088909,25048,2026-08-07T09:00:00
CR088788,SET088910,11383,2026-09-03T11:00:00
CR088789,SET088911,18111,2026-08-23T19:00:00
CR088790,SET088912,10966,2026-08-10T20:00:00
CR088791,SET088913,994,2026-08-25T18:00:00
CR088792,SET088914,40929,2026-08-15T05:00:00
CR088793,SET088915,40150,2026-08-07T22:00:00
CR088794,SET088916,5291,2026-08-17T21:00:00
CR088795,SET088917,27227,2026-08-16T07:00:00
CR088796,SET088918,43649,2026-08-26T04:00:00
CR088797,SET088919,8258,2026-08-12T06:00:00
CR088798,SET088920,24486,2026-08-17T08:00:00
CR088799,SET088921,31095,2026-08-17T11:00:00
CR088800,SET088922,32846,2026-08-16T13:00:00
CR088801,SET088923,1160,2026-09-01T13:00:00
CR088802,SET088924,23104,2026-08-14T09:00:00
CR088803,SET088925,46682,2026-08-26T19:00:00
CR088804,SET088926,36550,2026-08-15T09:00:00
CR088805,SET088927,14535,2026-08-11T00:00:00
CR088806,SET088928,6776,2026-08-27T16:00:00
CR088807,SET088929,9396,2026-08-12T15:00:00
CR088808,SET088930,36409,2026-08-15T07:00:00
CR088809,SET088931,22814,2026-08-27T11:00:00
CR088810,SET088932,14886,2026-08-20T22:00:00
CR088811,SET088933,40235,2026-08-25T16:00:00
CR088812,SET088934,3452,2026-08-27T19:00:00
CR088813,SET088935,1512,2026-08-30T04:00:00
CR088814,SET088936,41211,2026-08-11T03:00:00
CR088815,SET088937,37762,2026-08-14T03:00:00
CR088816,SET088938,6028,2026-08-19T13:00:00
CR088817,SET088939,33748,2026-08-30T00:00:00
CR088818,SET088940,24439,2026-09-03T21:00:00
CR088819,SET088941,41678,2026-08-31T03:00:00
CR088820,SET088942,35916,2026-08-06T15:00:00
CR088821,SET088943,6020,2026-08-20T06:00:00
CR088822,SET088944,21631,2026-08-19T19:00:00
CR088823,SET088945,43988,2026-09-04T11:00:00
CR088824,SET088946,6990,2026-08-09T04:00:00
CR088825,SET088947,14720,2026-09-03T23:00:00
CR088826,SET088948,24331,2026-08-19T18:00:00
CR088827,SET088949,24591,2026-09-02T04:00:00
CR088828,SET088950,26948,2026-09-03T22:00:00
CR088829,SET088951,6877,2026-08-12T02:00:00
CR088830,SET088952,46788,2026-08-08T05:00:00
CR088831,SET088953,40676,2026-09-01T10:00:00
CR088832,SET088954,28468,2026-08-14T20:00:00
CR088833,SET088955,21563,2026-08-18T07:00:00
CR088834,SET088956,40045,2026-08-08T22:00:00
CR088835,SET088957,8507,2026-09-04T11:00:00
CR088836,SET088958,20403,2026-09-02T01:00:00
CR088837,SET088959,31958,2026-08-20T14:00:00
CR088838,SET088960,14606,2026-08-23T06:00:00
CR088839,SET088961,32128,2026-09-02T13:00:00
CR088840,SET088962,38756,2026-08-15T09:00:00
CR088841,SET088963,7143,2026-08-18T13:00:00
CR088842,SET088964,37367,2026-08-26T09:00:00
CR088843,SET088965,29637,2026-08-21T12:00:00
CR088844,SET088966,26327,2026-08-16T15:00:00
CR088845,SET088967,38519,2026-08-28T04:00:00
CR088846,SET088968,31413,2026-08-24T06:00:00
CR088847,SET088969,9949,2026-08-31T16:00:00
CR088848,SET088970,46099,2026-08-22T04:00:00
CR088849,SET088971,14442,2026-08-22T19:00:00
CR088850,SET088972,44880,2026-08-26T17:00:00
CR088851,SET088973,26848,2026-08-22T02:00:00
CR088852,SET088974,6678,2026-08-09T08:00:00
CR088853,SET088975,41713,2026-09-03T09:00:00
CR088854,SET088976,4090,2026-08-21T18:00:00
CR088855,SET088977,19988,2026-08-30T07:00:00
CR088856,SET088978,2768,2026-08-13T00:00:00
CR088857,SET088979,41362,2026-08-31T20:00:00
CR088858,SET088980,24965,2026-08-08T05:00:00
CR088859,SET088981,38385,2026-08-26T03:00:00
CR088860,SET088982,20158,2026-08-12T02:00:00
CR088861,SET088983,43530,2026-08-31T18:00:00
CR088862,SET088984,8606,2026-08-18T06:00:00
CR088863,SET088985,16825,2026-08-09T21:00:00
CR088864,SET088986,23278,2026-08-20T10:00:00
CR088865,SET088987,14758,2026-08-14T18:00:00
CR088866,SET088988,36132,2026-08-24T20:00:00
CR088867,SET088989,5230,2026-08-20T17:00:00
CR088868,SET088990,24495,2026-08-31T15:00:00
CR088869,SET088991,33275,2026-08-20T06:00:00
CR088870,SET088992,28588,2026-08-28T11:00:00
CR088871,SET088993,32832,2026-08-24T16:00:00
CR088872,SET088994,6954,2026-08-11T17:00:00
CR088873,SET088995,29688,2026-08-18T06:00:00
CR088874,SET088996,39218,2026-08-07T23:00:00
CR088875,SET088997,18581,2026-08-17T19:00:00
CR088876,SET088998,7423,2026-08-20T16:00:00
CR088877,SET088999,34376,2026-08-12T21:00:00
CR088878,SET089000,2311,2026-09-04T05:00:00
CR088879,SET089001,13477,2026-08-18T01:00:00
CR088880,SET089002,7526,2026-08-12T01:00:00
CR088881,SET089003,38224,2026-08-10T14:00:00
CR088882,SET089004,31974,2026-08-29T09:00:00
CR088883,SET089005,39894,2026-08-17T04:00:00
CR088884,SET089006,2304,2026-08-21T03:00:00
CR088885,SET089007,28224,2026-08-30T03:00:00
CR088886,SET089008,43371,2026-08-13T07:00:00
CR088887,SET089009,24155,2026-09-03T07:00:00
CR088888,SET089010,6846,2026-08-27T23:00:00
CR088889,SET089011,28330,2026-08-26T03:00:00
CR088890,SET089012,27365,2026-08-14T13:00:00
CR088891,SET089013,21542,2026-08-16T17:00:00
CR088892,SET089014,45056,2026-08-18T23:00:00
CR088893,SET089015,38892,2026-08-09T06:00:00
CR088894,SET089016,7036,2026-08-20T19:00:00
CR088895,SET089017,20071,2026-08-25T06:00:00
CR088896,SET089018,41741,2026-08-30T04:00:00
CR088897,SET089019,35044,2026-08-15T15:00:00
CR088898,SET089020,32771,2026-09-01T23:00:00
CR088899,SET089021,22294,2026-08-09T16:00:00
CR088900,SET089022,11683,2026-08-10T06:00:00
CR088901,SET089023,9565,2026-08-18T05:00:00
CR088902,SET089024,13634,2026-08-23T06:00:00
CR088903,SET089025,36540,2026-08-18T00:00:00
CR088904,SET089026,2709,2026-08-27T23:00:00
CR088905,SET089027,30582,2026-08-14T07:00:00
CR088906,SET089028,37742,2026-08-18T08:00:00
CR088907,SET089029,12834,2026-09-01T23:00:00
CR088908,SET089030,33371,2026-09-01T17:00:00
CR088909,SET089031,37836,2026-08-17T00:00:00
CR088910,SET089032,9945,2026-08-12T09:00:00
CR088911,SET089033,25253,2026-08-24T16:00:00
CR088912,SET089034,15882,2026-08-08T17:00:00
CR088913,SET089035,27327,2026-08-28T16:00:00
CR088914,SET089036,32805,2026-08-23T10:00:00
CR088915,SET089037,19071,2026-08-12T01:00:00
CR088916,SET089038,19132,2026-08-28T04:00:00
CR088917,SET089039,25987,2026-08-30T12:00:00
CR088918,SET089040,43354,2026-08-14T14:00:00
CR088919,SET089041,1462,2026-08-18T22:00:00
CR088920,SET089042,39214,2026-09-03T17:00:00
CR088921,SET089043,22923,2026-08-16T14:00:00
CR088922,SET089044,15524,2026-08-20T08:00:00
CR088923,SET089045,33701,2026-08-17T07:00:00
CR088924,SET089046,1593,2026-09-01T09:00:00
CR088925,SET089047,17333,2026-08-20T04:00:00
CR088926,SET089048,8507,2026-08-10T04:00:00
CR088927,SET089049,37323,2026-08-10T21:00:00
CR088928,SET089050,2989,2026-08-24T21:00:00
CR088929,SET089051,6474,2026-09-03T15:00:00
CR088930,SET089052,36529,2026-08-21T23:00:00
CR088931,SET089053,20157,2026-08-28T06:00:00
CR088932,SET089054,36158,2026-08-27T09:00:00
CR088933,SET089055,7317,2026-08-22T16:00:00
CR088934,SET089056,19445,2026-08-25T16:00:00
CR088935,SET089057,22742,2026-08-22T20:00:00
CR088936,SET089058,22222,2026-08-31T16:00:00
CR088937,SET089059,7716,2026-08-31T16:00:00
CR088938,SET089060,11467,2026-08-17T21:00:00
CR088939,SET089061,5987,2026-08-21T07:00:00
CR088940,SET089062,13317,2026-08-25T13:00:00
CR088941,SET089063,6847,2026-08-06T21:00:00
CR088942,SET089064,29321,2026-08-22T19:00:00
CR088943,SET089065,21015,2026-08-15T01:00:00
CR088944,SET089066,3475,2026-08-22T13:00:00
CR088945,SET089067,29205,2026-08-28T01:00:00
CR088946,SET089068,34430,2026-08-17T01:00:00
CR088947,SET089069,13718,2026-08-24T04:00:00
CR088948,SET089070,22191,2026-08-08T13:00:00
CR088949,SET089071,26126,2026-08-29T03:00:00
CR088950,SET089072,30828,2026-08-23T11:00:00
CR088951,SET089073,45536,2026-08-17T12:00:00
CR088952,SET089074,17584,2026-08-07T23:00:00
CR088953,SET089075,6244,2026-08-31T04:00:00
CR088954,SET089076,16276,2026-08-21T23:00:00
CR088955,SET089077,41858,2026-08-13T03:00:00
CR088956,SET089078,18402,2026-09-02T07:00:00
CR088957,SET089079,41695,2026-08-30T15:00:00
CR088958,SET089080,27167,2026-09-03T10:00:00
CR088959,SET089081,16744,2026-08-08T22:00:00
CR088960,SET089082,37528,2026-08-08T09:00:00
CR088961,SET089083,36721,2026-08-31T01:00:00
CR088962,SET089084,29225,2026-08-31T19:00:00
CR088963,SET089085,45241,2026-09-01T12:00:00
CR088964,SET089086,22720,2026-08-15T04:00:00
CR088965,SET089087,15552,2026-09-01T16:00:00
CR088966,SET089088,8068,2026-08-14T01:00:00
CR088967,SET089089,14183,2026-08-19T15:00:00
CR088968,SET089090,31872,2026-08-25T01:00:00
CR088969,SET089091,1513,2026-08-26T00:00:00
CR088970,SET089092,21728,2026-08-23T17:00:00
CR088971,SET089093,18897,2026-09-04T10:00:00
CR088972,SET089094,17699,2026-08-29T08:00:00
