fee_id,payment_id,fee_amt,tax_amt
FEE091445,PAY091579,405,101
FEE091446,PAY091580,832,208
FEE091447,PAY091581,501,125
FEE091448,PAY091582,857,214
FEE091449,PAY091583,510,128
FEE091450,PAY091584,864,216
FEE091451,PAY091585,470,117
FEE091452,PAY091586,592,148
FEE091453,PAY091587,628,157
FEE091454,PAY091588,619,155
FEE091455,PAY091589,928,232
FEE091456,PAY091590,295,74
FEE091457,PAY091591,84,21
FEE091458,PAY091592,36,9
FEE091459,PAY091593,597,149
FEE091460,PAY091594,38,9
FEE091461,PAY091595,901,225
FEE091462,PAY091596,195,49
FEE091463,PAY091597,85,21
FEE091464,PAY091598,156,39
FEE091465,PAY091599,290,72
FEE091466,PAY091600,545,136
FEE091467,PAY091601,542,135
FEE091468,PAY091602,646,162
FEE091469,PAY091603,644,161
FEE091470,PAY091604,459,115
FEE091471,PAY091605,152,38
FEE091472,PAY091606,604,151
FEE091473,PAY091607,343,86
FEE091474,PAY091608,702,175
FEE091475,PAY091609,603,151
FEE091476,PAY091610,702,176
FEE091477,PAY091611,614,154
FEE091478,PAY091612,790,197
FEE091479,PAY091613,675,169
FEE091480,PAY091614,439,110
FEE091481,PAY091615,644,161
FEE091482,PAY091616,614,153
FEE091483,PAY091617,137,34
FEE091484,PAY091618,113,28
FEE091485,PAY091619,664,166
FEE091486,PAY091620,242,60
FEE091487,PAY091621,556,139
FEE091488,PAY091622,356,89
FEE091489,PAY091623,365,91
FEE091490,PAY091624,770,193
FEE091491,PAY091625,278,70
FEE091492,PAY091626,871,218
FEE091493,PAY091627,702,175
FEE091494,PAY091628,540,135
FEE091495,PAY091629,828,207
FEE091496,PAY091630,256,64
FEE091497,PAY091631,911,228
FEE091498,PAY091632,622,155
FEE091499,PAY091633,729,182
FEE091500,PAY091634,692,173
FEE091501,PAY091635,410,102
FEE091502,PAY091636,197,49
FEE091503,PAY091637,204,51
FEE091504,PAY091638,312,78
FEE091505,PAY091639,818,204
FEE091506,PAY091640,720,180
FEE091507,PAY091641,263,66
FEE091508,PAY091642,466,116
FEE091509,PAY091643,374,93
FEE091510,PAY091644,210,52
FEE091511,PAY091645,722,181
FEE091512,PAY091646,266,67
FEE091513,PAY091647,744,186
FEE091514,PAY091648,225,56
FEE091515,PAY091649,384,96
FEE091516,PAY091650,912,228
FEE091517,PAY091651,479,120
FEE091518,PAY091652,47,12
FEE091519,PAY091653,140,35
FEE091520,PAY091654,443,111
FEE091521,PAY091655,322,81
FEE091522,PAY091656,336,84
FEE091523,PAY091657,513,128
FEE091524,PAY091658,98,25
FEE091525,PAY091659,529,132
FEE091526,PAY091660,446,111
FEE091527,PAY091661,268,67
FEE091528,PAY091662,893,223
FEE091529,PAY091663,114,29
FEE091530,PAY091664,624,156
FEE091531,PAY091665,141,35
FEE091532,PAY091666,683,171
FEE091533,PAY091667,503,126
FEE091534,PAY091668,113,28
FEE091535,PAY091669,428,107
FEE091536,PAY091670,207,52
FEE091537,PAY091671,137,34
FEE091538,PAY091672,137,34
FEE091539,PAY091673,605,151
FEE091540,PAY091674,589,147
FEE091541,PAY091675,673,168
FEE091542,PAY091676,819,205
FEE091543,PAY091677,689,172
FEE091544,PAY091678,535,134
FEE091545,PAY091679,244,61
FEE091546,PAY091680,748,187
FEE091547,PAY091681,907,227
FEE091548,PAY091682,25,6
FEE091549,PAY091683,363,91
FEE091550,PAY091684,773,193
FEE091551,PAY091685,851,213
FEE091552,PAY091686,629,157
FEE091553,PAY091687,376,94
FEE091554,PAY091688,92,23
FEE091555,PAY091689,391,98
FEE091556,PAY091690,384,96
FEE091557,PAY091691,207,52
FEE091558,PAY091692,459,115
FEE091559,PAY091693,960,240
FEE091560,PAY091694,958,240
FEE091561,PAY091695,689,172
FEE091562,PAY091696,134,33
FEE091563,PAY091697,352,88
FEE091564,PAY091698,771,193
FEE091565,PAY091699,402,101
FEE091566,PAY091700,367,92
FEE091567,PAY091701,519,130
FEE091568,PAY091702,174,43
FEE091569,PAY091703,870,217
FEE091570,PAY091704,294,73
FEE091571,PAY091705,259,65
FEE091572,PAY091706,621,155
FEE091573,PAY091707,283,71
FEE091574,PAY091708,486,122
FEE091575,PAY091709,775,194
FEE091576,PAY091710,839,210
FEE091577,PAY091711,221,55
FEE091578,PAY091712,803,201
FEE091579,PAY091713,513,128
FEE091580,PAY091714,488,122
FEE091581,PAY091715,623,156
FEE091582,PAY091716,97,24
FEE091583,PAY091717,135,34
FEE091584,PAY091718,99,25
FEE091585,PAY091719,153,38
FEE091586,PAY091720,638,160
FEE091587,PAY091721,182,46
FEE091588,PAY091722,70,18
FEE091589,PAY091723,878,220
FEE091590,PAY091724,358,89
FEE091591,PAY091725,731,183
FEE091592,PAY091726,810,203
FEE091593,PAY091727,760,190
FEE091594,PAY091728,943,236
FEE091595,PAY091729,529,132
FEE091596,PAY091730,285,71
FEE091597,PAY091731,128,32
FEE091598,PAY091732,639,160
FEE091599,PAY091733,169,42
FEE091600,PAY091734,738,184
FEE091601,PAY091735,321,80
FEE091602,PAY091736,889,222
FEE091603,PAY091737,170,42
FEE091604,PAY091738,30,7
FEE091605,PAY091739,441,110
FEE091606,PAY091740,197,49
FEE091607,PAY091741,25,6
FEE091608,PAY091742,138,34
FEE091609,PAY091743,47,12
FEE091610,PAY091744,900,225
FEE091611,PAY091745,756,189
FEE091612,PAY091746,198,50
FEE091613,PAY091747,595,149
FEE091614,PAY091748,810,202
FEE091615,PAY091749,49,12
FEE091616,PAY091750,534,134
FEE091617,PAY091751,419,105
FEE091618,PAY091752,317,79
FEE091619,PAY091753,541,135
FEE091620,PAY091754,185,46
FEE091621,PAY091755,605,151
FEE091622,PAY091756,353,88
FEE091623,PAY091757,295,74
FEE091624,PAY091758,953,238
FEE091625,PAY091759,467,117
FEE091626,PAY091760,174,44
FEE091627,PAY091761,397,99
FEE091628,PAY091762,869,217
FEE091629,PAY091763,377,94
FEE091630,PAY091764,712,178
FEE091631,PAY091765,459,115
FEE091632,PAY091766,546,136
FEE091633,PAY091767,730,183
FEE091634,PAY091768,471,118
FEE091635,PAY091769,875,219
FEE091636,PAY091770,834,209
FEE091637,PAY091771,921,230
FEE091638,PAY091772,626,156
FEE091639,PAY091773,568,142
FEE091640,PAY091774,717,179
FEE091641,PAY091775,393,98
FEE091642,PAY091776,651,163
FEE091643,PAY091777,362,90
FEE091644,PAY091778,169,42
FEE091645,PAY091779,219,55
FEE091646,PAY091780,722,180
FEE091647,PAY091781,652,163
FEE091648,PAY091782,446,112
FEE091649,PAY091783,34,9
FEE091650,PAY091784,522,130
FEE091651,PAY091785,122,31
FEE091652,PAY091786,823,206
FEE091653,PAY091787,228,57
FEE091654,PAY091788,850,213
FEE091655,PAY091789,573,143
FEE091656,PAY091790,801,200
FEE091657,PAY091791,609,152
FEE091658,PAY091792,20,5
FEE091659,PAY091793,322,81
FEE091660,PAY091794,528,132
FEE091661,PAY091795,322,81
FEE091662,PAY091796,72,18
FEE091663,PAY091797,74,18
FEE091664,PAY091798,502,126
FEE091665,PAY091799,27,7
FEE091666,PAY091800,261,65
FEE091667,PAY091801,514,128
FEE091668,PAY091802,487,122
FEE091669,PAY091803,287,72
FEE091670,PAY091804,67,17
FEE091671,PAY091805,477,119
FEE091672,PAY091806,394,98
FEE091673,PAY091807,743,186
FEE091674,PAY091808,734,184
FEE091675,PAY091809,279,70
FEE091676,PAY091810,438,110
FEE091677,PAY091811,830,208
FEE091678,PAY091812,181,45
FEE091679,PAY091813,53,13
FEE091680,PAY091814,283,71
FEE091681,PAY091815,608,152
FEE091682,PAY091816,811,203
FEE091683,PAY091817,674,169
FEE091684,PAY091818,628,157
FEE091685,PAY091819,176,44
FEE091686,PAY091820,322,81
FEE091687,PAY091821,889,222
FEE091688,PAY091822,893,223
FEE091689,PAY091823,638,160
FEE091690,PAY091824,531,133
FEE091691,PAY091825,749,187
FEE091692,PAY091826,430,107
FEE091693,PAY091827,226,57
FEE091694,PAY091828,524,131
FEE091695,PAY091829,351,88
FEE091696,PAY091830,60,15
FEE091697,PAY091831,503,126
FEE091698,PAY091832,487,122
FEE091699,PAY091833,753,188
FEE091700,PAY091834,784,196
FEE091701,PAY091835,278,70
FEE091702,PAY091836,701,175
FEE091703,PAY091837,319,80
FEE091704,PAY091838,537,134
FEE091705,PAY091839,301,75
FEE091706,PAY091840,46,12
FEE091707,PAY091841,411,103
FEE091708,PAY091842,692,173
FEE091709,PAY091843,30,8
FEE091710,PAY091844,758,190
FEE091711,PAY091845,82,21
FEE091712,PAY091846,622,155
FEE091713,PAY091847,696,174
FEE091714,PAY091848,820,205
FEE091715,PAY091849,942,236
FEE091716,PAY091850,881,220
FEE091717,PAY091851,28,7
FEE091718,PAY091852,509,127
FEE091719,PAY091853,806,202
FEE091720,PAY091854,213,53
FEE091721,PAY091855,704,176
FEE091722,PAY091856,295,74
FEE091723,PAY091857,130,32
FEE091724,PAY091858,280,70
FEE091725,PAY091859,269,67
FEE091726,PAY091860,462,115
FEE091727,PAY091861,800,200
FEE091728,PAY091862,901,225
FEE091729,PAY091863,365,91
FEE091730,PAY091864,806,202
FEE091731,PAY091865,705,176
FEE091732,PAY091866,776,194
FEE091733,PAY091867,59,15
FEE091734,PAY091868,338,84
FEE091735,PAY091869,138,35
FEE091736,PAY091870,63,16
FEE091737,PAY091871,759,190
FEE091738,PAY091872,576,144
FEE091739,PAY091873,673,168
FEE091740,PAY091874,434,108
FEE091741,PAY091875,203,51
FEE091742,PAY091876,729,182
FEE091743,PAY091877,521,130
FEE091744,PAY091878,244,61
FEE091745,PAY091879,579,145
FEE091746,PAY091880,680,170
FEE091747,PAY091881,413,103
FEE091748,PAY091882,687,172
FEE091749,PAY091883,477,119
FEE091750,PAY091884,703,176
FEE091751,PAY091885,643,161
FEE091752,PAY091886,952,238
FEE091753,PAY091887,329,82
FEE091754,PAY091888,903,226
FEE091755,PAY091889,223,56
FEE091756,PAY091890,534,134
FEE091757,PAY091891,300,75
FEE091758,PAY091892,221,55
FEE091759,PAY091893,189,47
FEE091760,PAY091894,882,221
FEE091761,PAY091895,868,217
FEE091762,PAY091896,319,80
FEE091763,PAY091897,682,171
FEE091764,PAY091898,832,208
FEE091765,PAY091899,152,38
FEE091766,PAY091900,652,163
FEE091767,PAY091901,87,22
FEE091768,PAY091902,635,159
FEE091769,PAY091903,327,82
FEE091770,PAY091904,909,227
FEE091771,PAY091905,257,64
FEE091772,PAY091906,312,78
FEE091773,PAY091907,582,146
FEE091774,PAY091908,551,138
FEE091775,PAY091909,817,204
FEE091776,PAY091910,565,141
FEE091777,PAY091911,313,78
FEE091778,PAY091912,451,113
FEE091779,PAY091913,131,33
FEE091780,PAY091914,617,154
FEE091781,PAY091915,522,130
FEE091782,PAY091916,158,40
FEE091783,PAY091917,347,87
FEE091784,PAY091918,527,132
FEE091785,PAY091919,895,224
FEE091786,PAY091920,552,138
FEE091787,PAY091921,682,170
FEE091788,PAY091922,159,40
FEE091789,PAY091923,868,217
FEE091790,PAY091924,140,35
FEE091791,PAY091925,350,87
FEE091792,PAY091926,900,225
FEE091793,PAY091927,624,156
FEE091794,PAY091928,354,89
FEE091795,PAY091929,651,163
FEE091796,PAY091930,531,133
FEE091797,PAY091931,259,65
FEE091798,PAY091932,177,44
FEE091799,PAY091933,582,145
FEE091800,PAY091934,574,143
FEE091801,PAY091935,717,179
FEE091802,PAY091936,221,55
FEE091803,PAY091937,196,49
FEE091804,PAY091938,386,97
FEE091805,PAY091939,548,137
FEE091806,PAY091940,409,102
FEE091807,PAY091941,47,12
FEE091808,PAY091942,351,88
FEE091809,PAY091943,309,77
FEE091810,PAY091944,235,59
FEE091811,PAY091945,465,116
FEE091812,PAY091946,507,127
FEE091813,PAY091947,172,43
FEE091814,PAY091948,337,84
FEE091815,PAY091949,826,206
FEE091816,PAY091950,413,103
FEE091817,PAY091951,117,29
FEE091818,PAY091952,642,161
FEE091819,PAY091953,910,228
FEE091820,PAY091954,79,20
FEE091821,PAY091955,502,125
FEE091822,PAY091956,415,104
FEE091823,PAY091957,106,26
FEE091824,PAY091958,628,157
FEE091825,PAY091959,820,205
FEE091826,PAY091960,197,49
FEE091827,PAY091961,600,150
FEE091828,PAY091962,208,52
FEE091829,PAY091963,163,41
FEE091830,PAY091964,831,208
FEE091831,PAY091965,735,184
FEE091832,PAY091966,211,53
FEE091833,PAY091967,273,68
FEE091834,PAY091968,349,87
FEE091835,PAY091969,727,182
FEE091836,PAY091970,362,91
FEE091837,PAY091971,571,143
FEE091838,PAY091972,793,198
FEE091839,PAY091973,175,44
FEE091840,PAY091974,272,68
FEE091841,PAY091975,286,72
FEE091842,PAY091976,44,11
FEE091843,PAY091977,320,80
FEE091844,PAY091978,781,195
FEE091845,PAY091979,709,177
FEE091846,PAY091980,745,186
FEE091847,PAY091981,68,17
FEE091848,PAY091982,363,91
FEE091849,PAY091983,921,230
FEE091850,PAY091984,919,230
FEE091851,PAY091985,943,236
FEE091852,PAY091986,495,124
FEE091853,PAY091987,115,29
FEE091854,PAY091988,577,144
FEE091855,PAY091989,824,206
FEE091856,PAY091990,218,55
FEE091857,PAY091991,59,15
FEE091858,PAY091992,646,162
FEE091859,PAY091993,840,210
FEE091860,PAY091994,67,17
FEE091861,PAY091995,421,105
FEE091862,PAY091996,801,200
FEE091863,PAY091997,268,67
FEE091864,PAY091998,108,27
FEE091865,PAY091999,648,162
FEE091866,PAY092000,156,39
FEE091867,PAY092001,753,188
FEE091868,PAY092002,261,65
FEE091869,PAY092003,539,135
FEE091870,PAY092004,90,22
FEE091871,PAY092005,327,82
FEE091872,PAY092006,865,216
FEE091873,PAY092007,363,91
FEE091874,PAY092008,879,220
FEE091875,PAY092009,726,181
FEE091876,PAY092010,359,90
FEE091877,PAY092011,765,191
FEE091878,PAY092012,352,88
FEE091879,PAY092013,344,86
FEE091880,PAY092014,469,117
FEE091881,PAY092015,51,13
FEE091882,PAY092016,293,73
FEE091883,PAY092017,838,209
FEE091884,PAY092018,784,196
FEE091885,PAY092019,733,183
FEE091886,PAY092020,40,10
FEE091887,PAY092021,422,106
FEE091888,PAY092022,88,22
FEE091889,PAY092023,556,139
FEE091890,PAY092024,645,161
FEE091891,PAY092025,382,95
FEE091892,PAY092026,569,142
FEE091893,PAY092027,625,156
FEE091894,PAY092028,468,117
FEE091895,PAY092029,331,83
FEE091896,PAY092030,168,42
FEE091897,PAY092031,687,172
FEE091898,PAY092032,218,55
FEE091899,PAY092033,150,38
FEE091900,PAY092034,841,210
FEE091901,PAY092035,250,62
FEE091902,PAY092036,413,103
FEE091903,PAY092037,814,203
FEE091904,PAY092038,641,160
FEE091905,PAY092039,628,157
FEE091906,PAY092040,543,136
FEE091907,PAY092041,531,133
FEE091908,PAY092042,335,84
FEE091909,PAY092043,555,139
FEE091910,PAY092044,622,156
FEE091911,PAY092045,840,210
FEE091912,PAY092046,136,34
FEE091913,PAY092047,285,71
FEE091914,PAY092048,391,98
FEE091915,PAY092049,917,229
FEE091916,PAY092050,862,215
FEE091917,PAY092051,161,40
FEE091918,PAY092052,328,82
FEE091919,PAY092053,651,163
FEE091920,PAY092054,439,110
FEE091921,PAY092055,814,204
FEE091922,PAY092056,371,93
FEE091923,PAY092057,811,203
FEE091924,PAY092058,823,206
FEE091925,PAY092059,674,169
FEE091926,PAY092060,524,131
FEE091927,PAY092061,362,90
FEE091928,PAY092062,856,214
FEE091929,PAY092063,736,184
FEE091930,PAY092064,100,25
FEE091931,PAY092065,285,71
FEE091932,PAY092066,92,23
FEE091933,PAY092067,846,211
FEE091934,PAY092068,193,48
FEE091935,PAY092069,682,171
FEE091936,PAY092070,76,19
FEE091937,PAY092071,741,185
FEE091938,PAY092072,199,50
FEE091939,PAY092073,405,101
FEE091940,PAY092074,779,195
FEE091941,PAY092075,452,113
FEE091942,PAY092076,723,181
FEE091943,PAY092077,387,97
FEE091944,PAY092078,829,207
FEE091945,PAY092079,385,96
FEE091946,PAY092080,835,209
FEE091947,PAY092081,681,170
FEE091948,PAY092082,852,213
FEE091949,PAY092083,663,166
FEE091950,PAY092084,847,212
FEE091951,PAY092085,779,195
FEE091952,PAY092086,763,191
FEE091953,PAY092087,859,215
FEE091954,PAY092088,846,212
FEE091955,PAY092089,251,63
FEE091956,PAY092090,780,195
FEE091957,PAY092091,330,83
FEE091958,PAY092092,672,168
FEE091959,PAY092093,534,133
FEE091960,PAY092094,881,220
FEE091961,PAY092095,241,60
FEE091962,PAY092096,953,238
FEE091963,PAY092097,355,89
FEE091964,PAY092098,525,131
FEE091965,PAY092099,653,163
FEE091966,PAY092100,248,62
FEE091967,PAY092101,521,130
FEE091968,PAY092102,626,157
FEE091969,PAY092103,852,213
FEE091970,PAY092104,491,123
FEE091971,PAY092105,36,9
FEE091972,PAY092106,365,91
FEE091973,PAY092107,751,188
FEE091974,PAY092108,67,17
FEE091975,PAY092109,115,29
FEE091976,PAY092110,238,59
FEE091977,PAY092111,597,149
FEE091978,PAY092112,759,190
FEE091979,PAY092113,85,21
FEE091980,PAY092114,796,199
FEE091981,PAY092115,333,83
FEE091982,PAY092116,893,223
FEE091983,PAY092117,629,157
FEE091984,PAY092118,636,159
FEE091985,PAY092119,432,108
FEE091986,PAY092120,745,186
FEE091987,PAY092121,21,5
FEE091988,PAY092122,819,205
FEE091989,PAY092123,140,35
FEE091990,PAY092124,573,143
FEE091991,PAY092125,847,212
FEE091992,PAY092126,131,33
FEE091993,PAY092127,726,181
FEE091994,PAY092128,595,149
FEE091995,PAY092129,709,177
FEE091996,PAY092130,472,118
FEE091997,PAY092131,35,9
FEE091998,PAY092132,128,32
FEE091999,PAY092133,851,213
FEE092000,PAY092134,67,17
FEE092001,PAY092135,532,133
FEE092002,PAY092136,850,212
FEE092003,PAY092137,549,137
FEE092004,PAY092138,218,54
FEE092005,PAY092139,282,71
FEE092006,PAY092140,102,25
FEE092007,PAY092141,97,24
FEE092008,PAY092142,286,71
FEE092009,PAY092143,491,123
FEE092010,PAY092144,156,39
FEE092011,PAY092145,839,210
FEE092012,PAY092146,546,137
FEE092013,PAY092147,565,141
FEE092014,PAY092148,126,31
FEE092015,PAY092149,895,224
FEE092016,PAY092150,334,84
FEE092017,PAY092151,154,38
FEE092018,PAY092152,623,156
FEE092019,PAY092153,97,24
FEE092020,PAY092154,415,104
FEE092021,PAY092155,364,91
FEE092022,PAY092156,794,199
FEE092023,PAY092157,837,209
FEE092024,PAY092158,878,219
FEE092025,PAY092159,179,45
FEE092026,PAY092160,629,157
FEE092027,PAY092161,852,213
FEE092028,PAY092162,919,230
FEE092029,PAY092163,284,71
FEE092030,PAY092164,796,199
FEE092031,PAY092165,295,74
FEE092032,PAY092166,481,120
FEE092033,PAY092167,754,188
FEE092034,PAY092168,359,90
FEE092035,PAY092169,372,93
FEE092036,PAY092170,186,47
FEE092037,PAY092171,238,59
FEE092038,PAY092172,85,21
FEE092039,PAY092173,182,46
FEE092040,PAY092174,608,152
FEE092041,PAY092175,272,68
FEE092042,PAY092176,924,231
FEE092043,PAY092177,263,66
FEE092044,PAY092178,452,113
FEE092045,PAY092179,890,223
FEE092046,PAY092180,527,132
FEE092047,PAY092181,544,136
FEE092048,PAY092182,440,110
FEE092049,PAY092183,322,81
FEE092050,PAY092184,639,160
FEE092051,PAY092185,864,216
FEE092052,PAY092186,458,115
FEE092053,PAY092187,757,189
FEE092054,PAY092188,601,150
FEE092055,PAY092189,941,235
FEE092056,PAY092190,231,58
FEE092057,PAY092191,264,66
FEE092058,PAY092192,852,213
FEE092059,PAY092193,28,7
FEE092060,PAY092194,63,16
FEE092061,PAY092195,764,191
FEE092062,PAY092196,283,71
FEE092063,PAY092197,36,9
FEE092064,PAY092198,843,211
FEE092065,PAY092199,44,11
FEE092066,PAY092200,903,226
FEE092067,PAY092201,36,9
FEE092068,PAY092202,825,206
FEE092069,PAY092203,792,198
FEE092070,PAY092204,724,181
FEE092071,PAY092205,607,152
FEE092072,PAY092206,885,221
FEE092073,PAY092207,469,117
FEE092074,PAY092208,426,107
FEE092075,PAY092209,916,229
FEE092076,PAY092210,67,17
FEE092077,PAY092211,869,217
FEE092078,PAY092212,23,6
FEE092079,PAY092213,305,76
FEE092080,PAY092214,288,72
FEE092081,PAY092215,199,50
FEE092082,PAY092216,32,8
FEE092083,PAY092217,680,170
FEE092084,PAY092218,364,91
FEE092085,PAY092219,224,56
FEE092086,PAY092220,331,83
FEE092087,PAY092221,954,239
FEE092088,PAY092222,541,135
FEE092089,PAY092223,635,159
FEE092090,PAY092224,696,174
FEE092091,PAY092225,34,8
FEE092092,PAY092226,408,102
FEE092093,PAY092227,817,204
FEE092094,PAY092228,364,91
FEE092095,PAY092229,763,191
FEE092096,PAY092230,485,121
FEE092097,PAY092231,599,150
FEE092098,PAY092232,54,14
FEE092099,PAY092233,206,51
FEE092100,PAY092234,704,176
FEE092101,PAY092235,643,161
FEE092102,PAY092236,377,94
FEE092103,PAY092237,122,31
FEE092104,PAY092238,486,122
FEE092105,PAY092239,453,113
FEE092106,PAY092240,679,170
FEE092107,PAY092241,147,37
FEE092108,PAY092242,92,23
FEE092109,PAY092243,600,150
FEE092110,PAY092244,901,225
FEE092111,PAY092245,624,156
FEE092112,PAY092246,233,58
FEE092113,PAY092247,396,99
FEE092114,PAY092248,693,173
FEE092115,PAY092249,732,183
FEE092116,PAY092250,204,51
FEE092117,PAY092251,469,117
FEE092118,PAY092252,676,169
FEE092119,PAY092253,281,70
FEE092120,PAY092254,158,39
FEE092121,PAY092255,206,52
FEE092122,PAY092256,105,26
FEE092123,PAY092257,52,13
FEE092124,PAY092258,332,83
FEE092125,PAY092259,227,57
FEE092126,PAY092260,681,170
FEE092127,PAY092261,823,206
FEE092128,PAY092262,253,63
FEE092129,PAY092263,320,80
FEE092130,PAY092264,697,174
FEE092131,PAY092265,636,159
FEE092132,PAY092266,63,16
FEE092133,PAY092267,34,8
FEE092134,PAY092268,833,208
FEE092135,PAY092269,870,217
FEE092136,PAY092270,935,234
FEE092137,PAY092271,115,29
FEE092138,PAY092272,796,199
FEE092139,PAY092273,94,23
FEE092140,PAY092274,94,23
FEE092141,PAY092275,176,44
FEE092142,PAY092276,30,8
FEE092143,PAY092277,807,202
FEE092144,PAY092278,453,113
FEE092145,PAY092279,518,130
FEE092146,PAY092280,177,44
FEE092147,PAY092281,780,195
FEE092148,PAY092282,469,117
FEE092149,PAY092283,491,123
FEE092150,PAY092284,690,172
FEE092151,PAY092285,853,213
FEE092152,PAY092286,69,17
FEE092153,PAY092287,950,237
FEE092154,PAY092288,110,27
FEE092155,PAY092289,823,206
FEE092156,PAY092290,767,192
FEE092157,PAY092291,207,52
FEE092158,PAY092292,741,185
FEE092159,PAY092293,254,63
FEE092160,PAY092294,84,21
FEE092161,PAY092295,394,99
FEE092162,PAY092296,760,190
FEE092163,PAY092297,937,234
FEE092164,PAY092298,870,217
FEE092165,PAY092299,870,218
FEE092166,PAY092300,438,109
FEE092167,PAY092301,743,186
FEE092168,PAY092302,631,158
FEE092169,PAY092303,799,200
FEE092170,PAY092304,405,101
FEE092171,PAY092305,771,193
FEE092172,PAY092306,156,39
FEE092173,PAY092307,29,7
FEE092174,PAY092308,433,108
FEE092175,PAY092309,386,97
FEE092176,PAY092310,54,14
FEE092177,PAY092311,440,110
FEE092178,PAY092312,667,167
FEE092179,PAY092313,896,224
FEE092180,PAY092314,763,191
FEE092181,PAY092315,303,76
FEE092182,PAY092316,121,30
FEE092183,PAY092317,94,24
FEE092184,PAY092318,870,217
FEE092185,PAY092319,78,20
FEE092186,PAY092320,66,16
FEE092187,PAY092321,386,97
FEE092188,PAY092322,651,163
FEE092189,PAY092323,891,223
FEE092190,PAY092324,137,34
FEE092191,PAY092325,479,120
FEE092192,PAY092326,220,55
FEE092193,PAY092327,524,131
FEE092194,PAY092328,108,27
FEE092195,PAY092329,423,106
FEE092196,PAY092330,169,42
FEE092197,PAY092331,202,50
FEE092198,PAY092332,564,141
FEE092199,PAY092333,656,164
FEE092200,PAY092334,249,62
FEE092201,PAY092335,240,60
FEE092202,PAY092336,957,239
FEE092203,PAY092337,815,204
FEE092204,PAY092338,273,68
FEE092205,PAY092339,355,89
FEE092206,PAY092340,526,132
FEE092207,PAY092341,862,216
FEE092208,PAY092342,42,10
FEE092209,PAY092343,807,202
FEE092210,PAY092344,750,187
FEE092211,PAY092345,792,198
FEE092212,PAY092346,599,150
FEE092213,PAY092347,79,20
FEE092214,PAY092348,584,146
FEE092215,PAY092349,873,218
FEE092216,PAY092350,394,99
FEE092217,PAY092351,699,175
FEE092218,PAY092352,699,175
FEE092219,PAY092353,358,89
FEE092220,PAY092354,106,27
FEE092221,PAY092355,273,68
FEE092222,PAY092356,342,86
FEE092223,PAY092357,330,83
FEE092224,PAY092358,793,198
FEE092225,PAY092359,535,134
FEE092226,PAY092360,937,234
FEE092227,PAY092361,645,161
FEE092228,PAY092362,141,35
FEE092229,PAY092363,874,218
FEE092230,PAY092364,100,25
FEE092231,PAY092365,812,203
FEE092232,PAY092366,157,39
FEE092233,PAY092367,766,192
FEE092234,PAY092368,562,140
FEE092235,PAY092369,203,51
FEE092236,PAY092370,299,75
FEE092237,PAY092371,533,133
FEE092238,PAY092372,722,180
FEE092239,PAY092373,623,156
FEE092240,PAY092374,621,155
FEE092241,PAY092375,429,107
FEE092242,PAY092376,609,152
FEE092243,PAY092377,765,191
FEE092244,PAY092378,848,212
FEE092245,PAY092379,293,73
FEE092246,PAY092380,208,52
FEE092247,PAY092381,695,174
FEE092248,PAY092382,664,166
FEE092249,PAY092383,24,6
FEE092250,PAY092384,761,190
FEE092251,PAY092385,930,233
FEE092252,PAY092386,763,191
FEE092253,PAY092387,687,172
FEE092254,PAY092388,642,161
FEE092255,PAY092389,420,105
FEE092256,PAY092390,725,181
FEE092257,PAY092391,441,110
FEE092258,PAY092392,872,218
FEE092259,PAY092393,186,46
FEE092260,PAY092394,116,29
FEE092261,PAY092395,945,236
FEE092262,PAY092396,262,66
FEE092263,PAY092397,223,56
FEE092264,PAY092398,833,208
FEE092265,PAY092399,559,140
FEE092266,PAY092400,183,46
FEE092267,PAY092401,425,106
FEE092268,PAY092402,549,137
FEE092269,PAY092403,315,79
FEE092270,PAY092404,647,162
FEE092271,PAY092405,151,38
FEE092272,PAY092406,583,146
FEE092273,PAY092407,53,13
FEE092274,PAY092408,302,76
FEE092275,PAY092409,737,184
FEE092276,PAY092410,282,70
FEE092277,PAY092411,466,116
FEE092278,PAY092412,207,52
FEE092279,PAY092413,832,208
FEE092280,PAY092414,511,128
FEE092281,PAY092415,503,126
FEE092282,PAY092416,194,49
FEE092283,PAY092417,842,211
FEE092284,PAY092418,119,30
FEE092285,PAY092419,108,27
FEE092286,PAY092420,946,237
FEE092287,PAY092421,640,160
FEE092288,PAY092422,645,161
FEE092289,PAY092423,811,203
FEE092290,PAY092424,543,136
FEE092291,PAY092425,365,91
FEE092292,PAY092426,790,198
FEE092293,PAY092427,555,139
FEE092294,PAY092428,118,30
FEE092295,PAY092429,342,86
FEE092296,PAY092430,622,156
FEE092297,PAY092431,694,174
FEE092298,PAY092432,277,69
FEE092299,PAY092433,678,170
FEE092300,PAY092434,750,187
FEE092301,PAY092435,287,72
FEE092302,PAY092436,895,224
FEE092303,PAY092437,482,121
FEE092304,PAY092438,699,175
FEE092305,PAY092439,175,44
FEE092306,PAY092440,229,57
FEE092307,PAY092441,341,85
FEE092308,PAY092442,743,186
FEE092309,PAY092443,958,239
FEE092310,PAY092444,503,126
FEE092311,PAY092445,705,176
FEE092312,PAY092446,137,34
FEE092313,PAY092447,738,184
FEE092314,PAY092448,701,175
FEE092315,PAY092449,120,30
FEE092316,PAY092450,99,25
FEE092317,PAY092451,203,51
